TIME,TEMPERATURA,,
2023-01-02T11:20:01.355Z,3,,
2023-01-02T11:21:01.772Z,3,,
2023-01-02T11:22:02.186Z,3,,
2023-01-02T11:23:02.607Z,3,,
2023-01-02T11:24:03.139Z,2,,
2023-01-02T11:25:03.554Z,3,,
2023-01-02T11:26:03.970Z,3,,
2023-01-02T11:27:04.440Z,3,,
2023-01-02T11:28:04.844Z,2,,
2023-01-02T11:29:05.261Z,3,,
2023-01-02T11:30:05.846Z,3,,
2023-01-02T11:31:06.297Z,3,,
2023-01-02T11:32:06.711Z,3,,
2023-01-02T11:33:07.129Z,3,,
2023-01-02T11:34:07.546Z,4,,
2023-01-02T11:35:07.962Z,3,,
2023-01-02T11:36:08.481Z,2,,
2023-01-02T11:37:08.897Z,4,,
2023-01-02T11:38:09.314Z,3,,
2023-01-02T11:39:09.832Z,3,,
2023-01-02T11:40:10.268Z,3,,
2023-01-02T11:41:10.705Z,3,,
2023-01-02T11:42:11.223Z,3,,
2023-01-02T11:43:11.642Z,2,,
2023-01-02T11:44:12.063Z,3,,
2023-01-02T11:45:12.641Z,3,,
2023-01-02T11:46:13.054Z,2,,
2023-01-02T11:47:13.471Z,2,,
2023-01-02T11:48:13.989Z,4,,
2023-01-02T11:49:14.408Z,2,,
2023-01-02T11:50:14.832Z,2,,
2023-01-02T11:51:15.355Z,2,,
2023-01-02T11:52:15.764Z,3,,
2023-01-02T11:53:16.194Z,3,,
2023-01-02T11:54:16.838Z,3,,
2023-01-02T11:55:17.030Z,2,,
2023-01-02T11:56:17.659Z,2,,
2023-01-02T11:57:17.883Z,3,,
2023-01-02T11:58:18.296Z,2,,
2023-01-02T11:59:18.797Z,3,,
2023-01-02T12:00:19.388Z,3,,
2023-01-02T12:01:19.836Z,3,,
2023-01-02T12:02:20.247Z,2,,
2023-01-02T12:03:20.686Z,2,,
2023-01-02T12:04:21.080Z,2,,
2023-01-02T12:05:21.495Z,3,,
2023-01-02T12:06:21.913Z,3,,
2023-01-02T12:07:22.312Z,2,,
2023-01-02T12:08:22.728Z,2,,
2023-01-02T12:09:23.219Z,3,,
2023-01-02T12:10:23.663Z,3,,
2023-01-02T12:11:24.077Z,3,,
2023-01-02T12:12:24.664Z,2,,
2023-01-02T12:13:25.134Z,3,,
2023-01-02T12:14:25.544Z,2,,
2023-01-02T12:15:26.137Z,3,,
2023-01-02T12:16:26.583Z,3,,
2023-01-02T12:17:27.003Z,3,,
2023-01-02T12:18:27.415Z,3,,
2023-01-02T12:19:27.832Z,3,,
2023-01-02T12:20:28.286Z,4,,
2023-01-02T12:21:28.695Z,4,,
2023-01-02T12:22:29.095Z,4,,
2023-01-02T12:23:29.509Z,4,,
2023-01-02T12:24:29.926Z,4,,
2023-01-02T12:25:30.341Z,4,,
2023-01-02T12:26:30.757Z,4,,
2023-01-02T12:27:31.174Z,4,,
2023-01-02T12:28:31.589Z,5,,
2023-01-02T12:29:32.005Z,4,,
2023-01-02T12:30:32.422Z,4,,
2023-01-02T12:31:32.868Z,4,,
2023-01-02T12:32:33.927Z,5,,
2023-01-02T12:33:33.862Z,4,,
2023-01-02T12:34:34.276Z,4,,
2023-01-02T12:35:34.699Z,4,,
2023-01-02T12:36:35.109Z,4,,
2023-01-02T12:37:35.526Z,5,,
2023-01-02T12:38:35.945Z,5,,
2023-01-02T12:39:36.364Z,5,,
2023-01-02T12:40:36.773Z,4,,
2023-01-02T12:41:37.198Z,5,,
2023-01-02T12:42:37.790Z,4,,
2023-01-02T12:43:38.236Z,5,,
2023-01-02T12:44:38.644Z,4,,
2023-01-02T12:45:39.199Z,5,,
2023-01-02T12:46:39.474Z,4,,
2023-01-02T12:47:39.903Z,5,,
2023-01-02T12:48:40.418Z,4,,
2023-01-02T12:49:40.848Z,4,,
2023-01-02T12:50:41.280Z,4,,
2023-01-02T12:51:41.799Z,4,,
2023-01-02T12:52:42.198Z,4,,
2023-01-02T12:53:42.612Z,5,,
2023-01-02T12:54:43.028Z,4,,
2023-01-02T12:55:43.442Z,4,,
2023-01-02T12:56:43.858Z,4,,
2023-01-02T12:57:44.397Z,4,,
2023-01-02T12:58:44.812Z,4,,
2023-01-02T12:59:45.232Z,4,,
2023-01-02T13:00:45.762Z,4,,
2023-01-02T13:01:46.171Z,4,,
2023-01-02T13:02:46.652Z,4,,
2023-01-02T13:03:47.063Z,4,,
2023-01-02T13:04:47.481Z,4,,
2023-01-02T13:05:47.929Z,4,,
2023-01-02T13:06:48.313Z,5,,
2023-01-02T13:07:48.727Z,4,,
2023-01-02T13:08:49.145Z,4,,
2023-01-02T13:09:49.559Z,5,,
2023-01-02T13:10:49.983Z,4,,
2023-01-02T13:11:50.399Z,4,,
2023-01-02T13:12:50.802Z,3,,
2023-01-02T13:13:51.223Z,4,,
2023-01-02T13:14:51.637Z,4,,
2023-01-02T13:15:52.058Z,4,,
2023-01-02T13:16:52.722Z,4,,
2023-01-02T13:17:53.576Z,4,,
2023-01-02T13:18:53.313Z,4,,
2023-01-02T13:19:53.716Z,4,,
2023-01-02T13:20:54.206Z,4,,
2023-01-02T13:21:54.549Z,3,,
2023-01-02T13:22:54.969Z,3,,
2023-01-02T13:23:55.396Z,3,,
2023-01-02T13:24:56.089Z,4,,
2023-01-02T13:25:56.566Z,3,,
